counts	instances_pre	instances_post
518	1	0
519	1	0
523	1	0
524	1	0
526	0	1
529	2	1
530	0	2
531	1	0
533	0	1
534	2	0
539	0	2
540	0	1
541	1	1
542	1	1
544	2	0
546	3	0
548	1	0
549	1	1
550	0	1
552	1	0
554	0	1
555	0	1
557	1	0
560	1	0
564	1	0
569	0	1
572	1	0
576	0	1
580	1	0
584	1	0
586	1	0
587	0	2
589	0	1
590	2	0
592	1	0
596	2	0
600	1	0
601	0	1
602	1	0
603	1	0
605	0	1
609	0	1
610	1	0
611	0	1
613	1	2
615	0	1
618	0	1
624	0	1
628	0	1
629	0	1
630	1	0
631	1	0
633	1	0
635	1	1
636	2	2
637	0	1
638	1	0
640	0	1
642	0	1
643	0	1
646	1	0
647	1	0
648	0	1
649	0	1
652	1	1
654	0	1
657	0	1
660	2	0
663	0	2
666	0	1
668	0	1
678	0	1
685	0	1
688	0	1
689	0	2
691	0	1
692	1	0
693	1	0
694	1	0
695	0	1
700	0	1
701	1	0
706	1	0
707	0	1
710	0	1
714	1	1
715	0	1
716	0	1
718	0	2
720	1	0
723	2	0
725	0	2
727	1	0
728	1	0
732	0	1
734	0	1
740	1	0
742	0	1
747	0	1
763	1	0
766	1	1
771	0	1
776	0	1
777	0	1
784	0	1
788	0	1
789	0	1
797	1	0
805	0	1
807	1	0
812	0	1
814	1	0
816	1	0
817	0	1
820	0	2
822	0	1
829	3	1
832	0	1
834	0	1
860	0	1
861	0	2
862	0	1
865	1	0
868	1	0
880	1	0
882	0	1
893	0	1
896	0	1
905	0	2
906	0	1
908	0	1
909	0	1
912	1	0
944	1	1
949	0	1
952	0	1
960	0	1
982	1	0
994	0	1
1000	1	0
1005	0	1
1009	1	0
1017	1	0
1024	0	1
1028	0	1
1034	0	1
1035	0	1
1037	1	0
1046	0	1
1055	0	2
1066	0	1
1068	0	1
1069	0	1
1076	0	1
1092	0	1
1105	0	1
1114	1	0
1123	0	1
1127	0	1
1138	0	1
1145	1	0
1150	0	1
1163	0	1
1175	0	1
1181	0	1
1184	0	1
1194	0	1
1206	1	0
1207	0	1
1213	1	0
1217	1	0
1218	0	1
1269	0	1
1274	1	0
1285	0	1
1290	0	1
1308	0	1
1309	0	1
1313	1	0
1315	0	1
1319	0	1
1328	0	1
1331	0	1
1333	1	0
1338	0	1
1354	0	1
1374	0	1
1375	0	1
1396	0	1
1407	0	1
1417	0	1
1422	0	2
1465	0	1
1482	0	2
1488	0	1
1559	0	1
1561	1	0
1562	0	1
1574	0	1
1610	0	1
1625	0	1
1647	0	1
1677	0	1
1693	0	1
1714	0	1
1725	0	1
1726	0	1
1812	0	1
1846	0	1
1861	0	1
1883	0	1
1886	0	1
1907	0	1
1926	0	1
1975	0	1
1995	0	1
2018	0	1
2028	0	1
2061	0	1
2148	1	0
2287	0	1
2562	0	1
2660	0	1
2818	0	1
2956	0	4
3057	0	1
3280	0	1
3483	0	1
3490	0	1
3667	0	1
3680	0	1
3777	0	1
3789	0	1
4220	0	1
4435	0	1
4489	0	1
4644	0	2
4767	0	1
4873	0	1
5017	0	1
5074	0	1
5086	0	1
5118	0	1
5614	0	1
5681	0	1
6292	0	1
6377	0	1
6417	0	1
7121	0	1
7606	0	1
7981	0	1
8099	0	1
8395	0	1
8642	0	1
9949	0	1
10305	0	1
12219	0	1
14781	0	1
17016	0	1
21016	0	1
39848	0	1
86153	0	1
